"Title","Type","Availability","MSRP Currency","MSRP","Show Price Currency","Show Price","Publisher","Location","Priority","Notes","Thumbs","BGGId","BGGVersionId","Mfg Product Code","Release Date","Override Release Date","Events"
"Holiday Hijinks #15: The Mutiny Mystery","Standalone","For Sale","USD",10.99,"USD",10.99,"Grand Gamers Guild","2649","N/A","N/A",48,"469874","799912","","0000-00-00","",""
"Holiday Hijinks #16: The Pride Pursuit","Standalone","For Sale","USD",10.99,"USD",10.99,"Grand Gamers Guild","2649","N/A","N/A",47,"469875","799913","","0000-00-00","",""
"Endangered: Australia","Expansion","For Sale","USD",59.99,"USD",59.99,"Grand Gamers Guild","2649","N/A","N/A",60,"438031","744067","","2026-09-00","",""
"Cities USA","Standalone","For Sale","N/A","N/A","N/A","N/A","Devir","","N/A","N/A",28,"457571","779020","","0000-00-00","",""
"Orloj: The Prague Astronomical Clock","Standalone","For Sale","N/A","N/A","N/A","N/A","Devir","","N/A","N/A",89,"429405","779608","","0000-00-00","",""
"Ace of Spades: Call of the Zombie","Expansion","For Sale","N/A","N/A","N/A","N/A","Devir","","N/A","N/A",29,"457607","779105","","0000-00-00","",""
"Berlin 1960","Standalone","For Sale","N/A","N/A","N/A","N/A","Devir","","N/A","N/A",10,"457568","779017","","0000-00-00","",""
"Ace of Spades","Standalone","For Sale","N/A","N/A","N/A","N/A","Devir","","N/A","N/A",30,"429861","768030","","2025-08-01","",""
"One Round?","Standalone","For Sale","N/A","N/A","N/A","N/A","Devir","","N/A","N/A",8,"436046","740230","49460","2025-01-31","",""
"The Phantom of the Opera","Standalone","For Sale","USD",15,"N/A","N/A","25th Century Games","2219","N/A","N/A",26,"419416","792718","","2026-08-00","",""
"Ra: The Dice Game","Standalone","For Sale","USD",30,"N/A","N/A","25th Century Games","2219","N/A","N/A",44,"35503","767121","","2026-09-00","",""
"Rheinländer","Standalone","For Sale","USD",50,"N/A","N/A","25th Century Games","2219","N/A","N/A",36,"111","782540","","2026-10-00","",""
"Button Kingdoms","Standalone","Demo","N/A","N/A","N/A","N/A","Around the Stump Games LLC","1907","N/A","N/A",9,"411932","698202","","0000-00-00","Q2 2026",""
"Class of '89","Standalone","Demo","N/A","N/A","N/A","N/A","Paverson Games","","N/A","N/A",84,"442093","751816","","2026-00-00","Q3 2026",""
"Take a Seat","Standalone","For Sale","USD",30,"N/A","N/A","25th Century Games","2219","N/A","N/A",72,"352485","741036","","2026-03-18","",""
"The Battle of Versailles","Standalone","For Sale","USD",35,"N/A","N/A","25th Century Games","2219","N/A","N/A",48,"379959","740474","","2026-03-18","",""
"Boss Monster Junior","Standalone","Demo","USD",24.99,"N/A","N/A","Brotherwise Games","Booth 339 and Room 133","N/A","N/A",6,"448286","762088","","0000-00-00","Q3 2026",""
"Super Boss Monster II: The Die is Cast","Standalone","Demo","USD",39.99,"N/A","N/A","Brotherwise Games","Booth 339 and Room 133","N/A","N/A",12,"448284","762086","","2026-10-00","",""
"Mistborn: The Deckbuilding Game","Standalone","For Sale","USD",49.99,"USD",45,"Brotherwise Games","Booth 339 and Room 133","N/A","N/A",37,"422780","717189","","2024-11-00","",""
"Zombie Princess","Standalone","For Sale","N/A","N/A","N/A","N/A","Bézier Games","","N/A","N/A",37,"443074","753336","","2027-00-00","",""
"Haunted Mouse","Standalone","For Sale","N/A","N/A","N/A","N/A","Bézier Games","","N/A","N/A",22,"443195","753539","","2026-06-00","",""
"The Game Makers","Standalone","For Sale","N/A","N/A","N/A","N/A","Bézier Games","","N/A","N/A",66,"447776","761279","","2026-07-00","",""
"Warp 99","Standalone","For Sale","N/A","N/A","N/A","N/A","Bézier Games","","N/A","N/A",10,"465934","793322","BEZ WARP99","0000-00-00","",""
"Warp 99: Hyperdrive","Expansion","For Sale","N/A","N/A","N/A","N/A","Bézier Games","","N/A","N/A",8,"468397","797501","WARP99HD","2026-07-30","",""
"Seashells","Standalone","For Sale","USD",20,"N/A","N/A","KTBG","Booth 2310","N/A","N/A",22,"453737","772429","","2026-11-00","",""
"Treeline","Standalone","For Sale","USD",20,"N/A","N/A","Burnt Island Games","Booth 2310","N/A","N/A",14,"458570","780791","","0000-00-00","",""
"Killing With Kindness","Standalone","Demo","N/A","N/A","N/A","N/A","Burnt Island Games","2310","N/A","N/A",20,"461934","786281","","0000-00-00","",""
"Estate: Raise the Realm","Standalone","For Sale","USD",69,"N/A","N/A","Grod Games LLC.","Lucas Oil Stadium (Bear Left HQ)","N/A","N/A",26,"419437","710969","","2025-11-00","Q1 2026",""
"Lairs","Standalone","For Sale","USD",40,"N/A","N/A","KTBG","Booth 2310","N/A","N/A",48,"404883","687085","KTG1501","2026-02-00","",""
"Maglev Maps: Volume 2","Expansion","For Sale","N/A","N/A","N/A","N/A","Bézier Games","","N/A","N/A",13,"437651","743276","","2026-06-00","",""
"Munchkin Warhammer 40,000: Grudges And Gore","Expansion","For Sale","N/A","N/A","N/A","N/A","Steve Jackson Games","Booth 1401","N/A","N/A",0,"472266","803740","SJG4493","2026-03-30","",""
"Brigand's Bluff","Standalone","For Sale","N/A","N/A","N/A","N/A","Steve Jackson Games","Booth 1401","N/A","N/A",1,"472264","803738","SJG131359","0000-00-00","",""
"The Witches of Willowspur","Standalone","For Sale","USD",79.99,"USD",79.99,"Devious Weasel Games","","N/A","N/A",16,"466328","794000","DWE8000","0000-00-00","Q3 2026",""
"Sprout","Standalone","Demo","N/A","N/A","N/A","N/A","Rabble","2140","N/A","N/A",8,"424885","720908","","0000-00-00","Q2 2026",""
"Super Auto Pets Card Battle: Golden Pack","Standalone","For Sale","USD",20,"USD",20,"Plaid Hat Games","","N/A","N/A",5,"472278","803788","","2026-08-00","",""
"Super Auto Pets Card Battle: Magic Pack","Standalone","For Sale","USD",20,"USD",20,"Plaid Hat Games","","N/A","N/A",3,"472279","803792","","2026-08-00","",""
"Summoner Wars (Second Edition): Thornhold Drey Faction Deck","Expansion","For Sale","USD",15,"USD",15,"Plaid Hat Games","","N/A","N/A",2,"472280","803793","","2026-06-00","",""
"Summoner Wars (Second Edition): Moonsteppe Wolves Faction Deck","Expansion","For Sale","USD",15,"USD",15,"Plaid Hat Games","","N/A","N/A",1,"472281","803794","","2026-06-00","",""
"Bordeaux","Standalone","For Sale","USD",15,"USD",9,"Road To Infamy Games (R2i Games)","Allplay booth","N/A","N/A",9,"451034","767109","","0000-00-00","",""
"The Mandalorian: Adventures – Sworn to the Creed Expansion","Expansion","For Sale","USD",39.99,"USD",39.99,"Unexpected Games","Asmodee Booth 817","N/A","N/A",13,"462401","787080","UG07EN","2026-07-31","",""
"Trials of Maya","Standalone","Demo","N/A","N/A","N/A","N/A","Department of Lore","","N/A","N/A",5,"429369","728946","","0000-00-00","Q4 2025 / Q1 2026",""
"Keep the Faith","Standalone","For Sale","N/A","N/A","N/A","N/A","Central Michigan University Press","","N/A","N/A",7,"450946","766925","","2025-00-00","Q1 2026",""
"Kōhaku: The Big Pond","Expansion","For Sale","USD",30,"USD",30,"Gold Seal Games","Booth 2219 (25th Century Games )","N/A","N/A",13,"442520","752420","","2027-04-00","",""
"Surplus of Sloths","Standalone","For Sale","USD",14.99,"USD",12,"Weird Giraffe Games","","N/A","N/A",4,"440554","749261","","0000-00-00","Q1 2026",""
"Reef & Ruins","Standalone","For Sale","USD",30,"USD",30,"Weird Giraffe Games","","N/A","N/A",11,"427036","725019","","2025-10-00","",""
"Leaves","Standalone","For Sale","USD",21,"USD",17,"Play With Us Design (玩聚設計)","2665","N/A","N/A",8,"469490","799288","","0000-00-00","",""
"0ops!","Standalone","For Sale","USD",21,"USD",17,"Play With Us Design (玩聚設計)","2665","N/A","N/A",7,"469624","799522","","0000-00-00","",""
"AVES","Standalone","For Sale","USD",21,"USD",17,"Play With Us Design (玩聚設計)","2665","N/A","N/A",8,"224122","799523","","0000-00-00","",""
"Club of Cthulhu","Standalone","For Sale","USD",34,"USD",34,"Play With Us Design (玩聚設計)","2665","N/A","N/A",13,"445785","757906","","2025-05-17","",""
"Panda Royale: Mayhem Expansion Set","Expansion","For Sale","USD",20,"USD",18,"Last Night Games","","N/A","N/A",10,"466031","793481","LNG2026PANDAMAYEXP","0000-00-00","Q2 2026",""
"Feather Lane","Standalone","For Sale","USD",35,"USD",30,"Last Night Games","","N/A","N/A",4,"462963","787959","LNG2026FTHR","0000-00-00","Q2 2026",""
"Honeycomb Hustle","Standalone","For Sale","USD",35,"USD",30,"Last Night Games","","N/A","N/A",4,"462961","787957","LNG2026HONEY","0000-00-00","Q2 2026",""
"Five Card Spud","Standalone","For Sale","USD",15,"USD",12,"Marmot Card Games","Booth #2209","N/A","N/A",3,"464154","790134","","0000-00-00","Q2 2026",""
"Peak to Peak","Standalone","For Sale","USD",15,"USD",12,"Marmot Card Games","Booth #2209","N/A","N/A",2,"464155","790135","MCG2026PTP","2026-06-00","",""
"Witch Hunt 1649","Standalone","For Sale","USD",19.95,"N/A","N/A","Central Michigan University Press","Booth 2758","N/A","N/A",2,"366500","763509","","2025-00-00","Q1 2026",""
"Pop Art","Standalone","For Sale","USD",25,"USD",25,"Road To Infamy Games (R2i Games)","Allplay event room #140","N/A","N/A",5,"452187","769318","","2026-08-00","",""
"Food Truck Fury","Standalone","Demo","N/A","N/A","N/A","N/A","Van Ryder Games","Room 125","N/A","N/A",19,"472256","803725","","0000-00-00","SPIEL '26",""
"The Path of the Priest","Standalone","For Sale","USD",10,"N/A","N/A","Detestable Games","","N/A","N/A",3,"438732","803542","DTS-10100-EN","2026-07-30","",""
"Parks & Potions","Standalone","For Sale","USD",35,"N/A","N/A","Moon Saga Workshop","","N/A","N/A",11,"414927","702675","","2025-10-01","",""
"HeroQuest: Wizards of Morcar","Expansion","For Sale","N/A","N/A","N/A","N/A","Avalon Hill","","N/A","N/A",8,"456824","777609","","0000-00-00","",""
"Mountain Goats: Legacy","Standalone","For Sale","USD",40,"USD",40,"Allplay","","N/A","N/A",96,"460712","784368","","0000-00-00","",""
"Enchanted Ivy","Standalone","For Sale","USD",20,"USD",20,"Allplay","","N/A","N/A",82,"460716","784372","","2026-10-00","",""
"Enchanted Ivy: A Grand Birthday","Expansion","For Sale","USD",7,"USD",7,"Allplay","","N/A","N/A",64,"462497","787228","","0000-00-00","",""
"Jibber Jabble","Standalone","For Sale","USD",10,"USD",10,"Allplay","","N/A","N/A",42,"466909","795005","","0000-00-00","Q3 2026",""
"Stonk Market","Standalone","For Sale","USD",10,"USD",10,"Allplay","","N/A","N/A",45,"466911","795007","","0000-00-00","Q3 2026",""
"Container","Standalone","For Sale","USD",40,"USD",40,"Allplay","","N/A","N/A",111,"453740","772438","","2026-08-00","",""
"More Containers","Expansion","For Sale","USD",20,"USD",20,"Allplay","","N/A","N/A",58,"468181","797079","","0000-00-00","Q2 2026",""
"Golden Goal","Standalone","For Sale","USD",10,"USD",10,"Allplay","","N/A","N/A",45,"466908","795004","","0000-00-00","Q2 2026",""
"Le Chocolat","Standalone","For Sale","USD",10,"USD",10,"Allplay","","N/A","N/A",52,"466907","795002","","0000-00-00","Q2 2026",""
"High Society","Standalone","For Sale","USD",20,"USD",20,"Allplay","","N/A","N/A",68,"220","779075","","2025-11-00","",""
"Piñatas","Standalone","For Sale","USD",20,"USD",20,"Allplay","","N/A","N/A",64,"446249","758623","","2025-10-00","",""
"Wordsy","Standalone","For Sale","USD",20,"USD",20,"Allplay","","N/A","N/A",42,"208480","733021","","2025-09-00","",""
"Fiction: Banned Books","Standalone","For Sale","USD",20,"USD",20,"Allplay","","N/A","N/A",41,"453703","772367","","2025-00-00","",""
"Mountain Goats","Standalone","For Sale","USD",10,"USD",10,"Allplay","","N/A","N/A",74,"63975","784485","","2026-00-00","",""
"High Society","Standalone","For Sale","USD",20,"USD",20,"Allplay","","N/A","N/A",53,"220","779075","","2025-11-00","",""
"The Lord of the Rings: The Two Towers – Trick-Taking Game","Standalone","For Sale","USD",26.99,"USD",26.99,"Office Dog","Asmodee Booth 817","N/A","N/A",39,"448271","762066","ODLO05en","0000-00-00","",""
"The Lord of the Rings: Circle of Conflict","Standalone","For Sale","USD",49.99,"USD",49.99,"Office Dog","Asmodee Booth 817","N/A","N/A",18,"462620","787400","ODGRWM0201EN","2026-11-06","",""
"Cozy Stickerville","Standalone","For Sale","USD",39.99,"USD",39.99,"Unexpected Games","Asmodee Booth 817","N/A","N/A",27,"456440","777006","UGCSV0101","2026-02-06","",""
"Gunsen: The Battle for Toshi Ranbo","Standalone","Demo","N/A","N/A","N/A","N/A","Office Dog","Asmodee Booth 1109","N/A","N/A",10,"449018","763407","ODGTBF0101EN","2026-08-28","",""
"Soulaween","Standalone","For Sale","USD",34,"USD",34,"Play With Us Design (玩聚設計)","2665","N/A","N/A",8,"269766","717558","","0000-00-00","",""
"Doodle Puzzle","Standalone","For Sale","USD",36,"USD",34,"Play With Us Design (玩聚設計)","2665","N/A","N/A",7,"428029","726723","","2024-10-03","",""
"Uh Oh, Dino!","Standalone","For Sale","N/A","N/A","N/A","N/A","Ludoliminal","Booth #2965","N/A","N/A",12,"446202","758538","","2025-07-00","",""
"Uh Oh, Dino!: Meteors & Meat-Eaters","Expansion","For Sale","N/A","N/A","N/A","N/A","Ludoliminal","Booth #2965","N/A","N/A",6,"462732","787599","","0000-00-00","",""
"Ka'an: Cities in the Sky","Standalone","Demo","N/A","N/A","N/A","N/A","Detestable Games","","N/A","N/A",11,"472132","803537","","0000-00-00","",""
"Truffle Snuffle","Standalone","Demo","N/A","N/A","N/A","N/A","B.A. Games","","N/A","N/A",7,"472207","803654","","2027-00-00","",""
"Bubble and Shadow","Standalone","For Sale","N/A","N/A","USD",25,"Broadway Toys LTD","164","N/A","N/A",6,"468596","797808","","0000-00-00","",""
"Traveluencer","Standalone","For Sale","N/A","N/A","USD",20,"Broadway Toys LTD","164","N/A","N/A",6,"468593","797803","","0000-00-00","",""
"Foxglove Farm","Standalone","For Sale","USD",40,"N/A","N/A","Alley Cat Games","2052","N/A","N/A",19,"466715","794628","","0000-00-00","",""
"Bookshelf","Standalone","For Sale","USD",17,"N/A","N/A","Alley Cat Games","2052","N/A","N/A",13,"458571","780793","","0000-00-00","",""
"Horrified: Dungeons & Dragons – Ravenloft","Standalone","For Sale","N/A","N/A","N/A","N/A","Ravensburger AG","Booth 2001","N/A","N/A",7,"468829","798231","24500","0000-00-00","",""
"Disney Villainous: Darkness Brewing","Standalone","For Sale","N/A","N/A","N/A","N/A","Ravensburger AG","Booth 2001","N/A","N/A",3,"470894","801454","25082","0000-00-00","",""
"Mind The Lines","Standalone","For Sale","N/A","N/A","N/A","N/A","Ravensburger AG","Booth 2001","N/A","N/A",5,"419639","792911","","0000-00-00","",""
"Las Vegas","Standalone","For Sale","N/A","N/A","N/A","N/A","Ravensburger AG","Booth 2001","N/A","N/A",6,"463783","789456","24903","0000-00-00","",""
"The Glorious Guilds of Buttonville","Standalone","For Sale","N/A","N/A","N/A","N/A","Ravensburger AG","Booth 2001","N/A","N/A",8,"446949","771680","24785","0000-00-00","",""
"Carcassonne Labyrinth","Standalone","Demo","N/A","N/A","N/A","N/A","Ravensburger AG","Event Hall E","N/A","N/A",5,"469594","799469","","0000-00-00","",""
"Last Lemming","Standalone","Demo","N/A","N/A","N/A","N/A","Ravensburger AG","Event Hall E","N/A","N/A",0,"472329","803891","","0000-00-00","",""
"Disney Villainous: Success at Any Cost","Standalone","For Sale","N/A","N/A","N/A","N/A","Ravensburger AG","Booth 2001","N/A","N/A",2,"463956","789847","","0000-00-00","",""
"Compress","Standalone","For Sale","N/A","N/A","N/A","N/A","Oink Games","","N/A","N/A",0,"448646","798077","","2026-00-00","",""
"The Frozen Passage","Standalone","For Sale","N/A","N/A","N/A","N/A","Oink Games","","N/A","N/A",3,"468616","797845","","0000-00-00","",""
"Sniper Elite: Escalation","Expansion","For Sale","USD",35,"USD",35,"Rebellion Unplugged","","N/A","N/A",14,"444238","755345","","2026-02-00","",""
"JOYRIDE: Survival of the Fastest","Standalone","Demo","USD",65,"USD",65,"Rebellion Unplugged","","N/A","N/A",15,"371183","633003","RBN06000","2024-11-00","",""
"Joyride: Turbo","Standalone","For Sale","USD",130,"USD",130,"Rebellion Unplugged","","N/A","N/A",16,"424809","720755","RBN069000","0000-00-00","Q4 2024",""
"JOYRIDE DUEL: Next Gen","Standalone","For Sale","USD",40,"USD",40,"Rebellion Unplugged","","N/A","N/A",16,"399318","677675","RBN06001","2025-02-00","",""
"Final Girl: The Raptor Games","Expansion","For Sale","N/A","N/A","N/A","N/A","Van Ryder Games","Booth 2719","N/A","N/A",29,"464502","790741","","0000-00-00","",""
"Abaku","Standalone","For Sale","USD",25,"N/A","N/A","Albi","2564","N/A","N/A",6,"173390","801983","","2026-07-24","",""
"Karak: Labyrinth","Standalone","For Sale","USD",28,"N/A","N/A","Albi","2564","N/A","N/A",7,"444883","756414","","2026-02-12","",""
"Dirt & Dust: Harbordrift","Expansion","For Sale","USD",7,"N/A","N/A","Albi","2564","N/A","N/A",10,"457414","791217","","0000-00-00","",""
"Final Girl: A Demon in the Shadows","Expansion","For Sale","N/A","N/A","N/A","N/A","Van Ryder Games","Booth 2719","N/A","N/A",30,"438604","745245","","2025-12-00","",""
"Potemkin Villages","Standalone","Demo","N/A","N/A","N/A","N/A","Albi","2564","N/A","N/A",11,"454829","801980","","0000-00-00","",""
"Mystic Curling Club","Standalone","For Sale","N/A","N/A","USD",40,"Asmadi Games","Booth #2555","N/A","N/A",26,"447729","761193","","2026-08-01","",""
"Chess Joker","Standalone","For Sale","N/A","N/A","USD",40,"Asmadi Games","Booth #2555","N/A","N/A",10,"447728","761191","","2026-08-01","",""
"Relative Space","Standalone","For Sale","USD",19.99,"USD",19.99,"Th3rd World Studios (3WS Games)","Booth 231","N/A","N/A",47,"442507","752389","","2026-00-00","",""
"Ascendancy: Underworld","Expansion","Demo","N/A","N/A","N/A","N/A","One More Turn Games","","N/A","N/A",7,"437188","742385","","2026-08-01","",""
"Digging For Dinos","Standalone","For Sale","USD",29.99,"USD",29.92,"Th3rd World Studios (3WS Games)","Booth 231","N/A","N/A",16,"414633","702222","","0000-00-00","Q4 2025",""
"Cattywampus","Standalone","For Sale","USD",24.99,"USD",24.99,"Th3rd World Studios (3WS Games)","Booth 231","N/A","N/A",20,"442509","752392","","0000-00-00","Q4 2025",""
"Cola Wars","Standalone","Demo","N/A","N/A","N/A","N/A","One More Turn Games","","N/A","N/A",47,"429373","728952","","0000-00-00","",""
"Lion Dancers","Standalone","Demo","N/A","N/A","N/A","N/A","Hot Banana Games","2105","N/A","N/A",18,"454518","773827","","2027-00-00","",""
"Moon Bunny","Standalone","For Sale","USD",45,"N/A","N/A","Hot Banana Games","2105","N/A","N/A",20,"377991","645462","","2025-09-17","",""
"Steam Up: Twelve Zodiacs Card Game","Standalone","Demo","N/A","N/A","N/A","N/A","Hot Banana Games","2105","N/A","N/A",14,"464055","789987","","2027-00-00","",""
"Wizard Community College","Standalone","For Sale","USD",20,"N/A","N/A","Moon Saga Workshop","","N/A","N/A",7,"453916","772766","","2026-00-00","",""
"Àiyé","Standalone","For Sale","USD",35,"N/A","N/A","Moon Saga Workshop","","N/A","N/A",14,"322626","789855","","0000-00-00","",""
"Loom","Standalone","For Sale","USD",20,"N/A","N/A","Moon Saga Workshop","","N/A","N/A",10,"447262","760386","","2025-00-00","Q4 2026",""
"Dragon Scrolls","Standalone","For Sale","USD",15,"N/A","N/A","Moon Saga Workshop","","N/A","N/A",8,"449349","763964","","2026-00-00","Q4 2026",""
"Grandstand","Standalone","Demo","N/A","N/A","N/A","N/A","Moon Saga Workshop","","N/A","N/A",4,"469365","799098","","0000-00-00","",""
"Grendel: The Game of Crime and Mayhem","Standalone","Demo","N/A","N/A","N/A","N/A","Off the Page Games","","N/A","N/A",12,"440214","748691","","2026-07-00","",""
"Corps of Discovery Duo","Standalone","Demo","N/A","N/A","N/A","N/A","Off the Page Games","","N/A","N/A",7,"462207","786696","","0000-00-00","Dec 2026",""
"Gudnak: Marvorren Expansion","Expansion","For Sale","USD",50,"USD",40,"Chaotic Great","","N/A","N/A",11,"440934","750033","","2025-09-00","",""
"Dino Racer","Standalone","For Sale","N/A","N/A","N/A","N/A","Underdog Games (I)","Booth 935","N/A","N/A",23,"462945","787938","","0000-00-00","Q3 2025",""
"Ministry of Lost Things: Case 2 – Finders Keypers","Standalone","For Sale","USD",29,"USD",26,"PostCurious","2959","N/A","N/A",6,"453357","771782","","0000-00-00","",""
"Triangulation","Standalone","For Sale","USD",20,"USD",20,"Allplay","","N/A","N/A",48,"453704","772368","","2026-08-00","",""
"Gruntz","Standalone","For Sale","USD",20,"USD",20,"Allplay","","N/A","N/A",70,"439561","772369","","2026-08-00","",""
"Gruntz: Supplies","Expansion","For Sale","USD",7,"USD",7,"Allplay","","N/A","N/A",36,"468575","797771","","0000-00-00","Q2 2026",""
"3 Witches","Standalone","For Sale","USD",10,"USD",10,"Allplay","","N/A","N/A",57,"447707","761162","","0000-00-00","",""
"Movie Night","Standalone","For Sale","USD",10,"USD",10,"Allplay","","N/A","N/A",41,"459337","782145","","0000-00-00","",""
"Book Club","Standalone","For Sale","USD",10,"USD",10,"Allplay","","N/A","N/A",40,"459979","783211","","0000-12-00","Dec 2025",""
"French Toast","Standalone","For Sale","USD",20,"USD",20,"Allplay","","N/A","N/A",53,"312633","779076","","2025-11-00","",""
"Torchlit","Standalone","For Sale","USD",20,"USD",20,"Allplay","","N/A","N/A",70,"433205","779074","","2025-11-00","",""
"The Networks: Primetime","Standalone","For Sale","USD",40,"USD",40,"Allplay","","N/A","N/A",53,"72321","772366","","2025-10-00","",""
"The Networks: Megacorp","Expansion","For Sale","USD",20,"USD",20,"Allplay","","N/A","N/A",45,"458958","781604","","0000-00-00","2025",""
"Six Sojourns","Standalone","For Sale","USD",45,"USD",45,"Red Raven Games","230","N/A","N/A",19,"439826","747585","","2025-12-00","",""
"Creature Caravan: Wanderers","Expansion","For Sale","USD",25,"USD",25,"Red Raven Games","Booth #230","N/A","N/A",21,"401692","681542","","2024-00-00","Q4 2024",""
"Railway Boom","Standalone","For Sale","USD",65,"USD",65,"CrowD Games","163","N/A","N/A",61,"448159","803583","CGA25001","0000-00-00","Q3 2026",""
"CRAB RAGE!","Standalone","For Sale","GBP",35,"USD",45,"Osprey Games","2705","N/A","N/A",8,"464931","791386","","2026-09-00","",""
"Undaunted 2200: Revolution","Standalone","For Sale","GBP",65,"USD",85,"Osprey Games","2705","N/A","N/A",11,"464543","790804","","2026-10-00","",""
"Stella Quest","Standalone","For Sale","USD",25,"USD",25,"CrowD Games","163","N/A","N/A",14,"424567","759236","CGA21001","2025-10-00","",""
"Greylune","Standalone","For Sale","USD",39.95,"USD",39.95,"Pandasaurus Games","Booth #215","N/A","N/A",13,"459401","803535","","2026-09-00","",""
"Machi Koro: Life","Standalone","For Sale","USD",29.95,"USD",29.95,"Pandasaurus Games","Booth #215","N/A","N/A",7,"421611","803534","","2026-09-00","",""
"Dinosaur Island: Fully Charged","Standalone","Demo","N/A","N/A","N/A","N/A","Pandasaurus Games","Booth #215","N/A","N/A",15,"454423","773719","","2026-10-00","",""
"En Route","Standalone","For Sale","USD",35,"USD",35,"CrowD Games","163","N/A","N/A",15,"406454","689748","","2025-03-00","",""
"Kobayakawa","Standalone","For Sale","N/A","N/A","N/A","N/A","Oink Games","","N/A","N/A",3,"142325","778669","","2025-11-21","",""
"Ants","Standalone","For Sale","USD",69.99,"N/A","N/A","Capstone Games","Booth 611","N/A","N/A",5,"446699","796697","","2026-08-02","",""
"Night at the Zoo","Standalone","For Sale","USD",44.99,"N/A","N/A","Capstone Games","Booth 611","N/A","N/A",11,"457412","796406","","2026-08-05","",""
"Papyria","Standalone","For Sale","USD",59.99,"N/A","N/A","Capstone Games","Booth 611","N/A","N/A",5,"438534","796694","","2026-08-02","",""
"All Mine!","Standalone","For Sale","USD",16.99,"N/A","N/A","Capstone Games","Booth 611","N/A","N/A",2,"467955","796704","","2026-08-02","",""
"Cucumber Catastrophe","Standalone","For Sale","USD",14,"USD",15,"DV Games","2109","N/A","N/A",3,"457961","779779","DVG9090","0000-00-00","",""
"Sensu","Standalone","For Sale","USD",19,"USD",20,"DV Games","2109","N/A","N/A",2,"402312","764971","DVG9087","2025-11-00","",""
"Koi","Standalone","For Sale","USD",44,"USD",45,"DV Games","2109","N/A","N/A",6,"436161","740521","","2025-07-31","",""
"Confusing Lands: Icebound Isles","Standalone","For Sale","N/A","N/A","USD",15,"Envy Born Games","2561","N/A","N/A",13,"465350","792021","","2026-07-30","",""
"Jason and the Argonauts","Standalone","Demo","N/A","N/A","N/A","N/A","Envy Born Games","2561","N/A","N/A",33,"457470","778824","","2027-02-00","",""
"Hercules and the 12 Labors","Standalone","For Sale","N/A","N/A","USD",30,"Envy Born Games","2561","N/A","N/A",30,"436038","740214","","2025-12-01","",""
"Cats vs Cucumbers","Standalone","For Sale","N/A","N/A","USD",20,"Envy Born Games","2561","N/A","N/A",14,"437875","743766","","2025-12-00","Q1 2026",""
"Cyberpunk Legends","Standalone","Demo","N/A","N/A","N/A","N/A","Night Crew Games","","N/A","N/A",13,"450672","766376","","2026-00-00","",""
"Guillotine","Standalone","For Sale","N/A","N/A","N/A","N/A","Avalon Hill","","N/A","N/A",27,"116","799346","","2026-00-00","",""
"Fury of Dracula (Fifth Edition)","Standalone","For Sale","N/A","N/A","N/A","N/A","Avalon Hill","","N/A","N/A",25,"469328","799046","G3331UU0","2026-09-15","",""
"Talisman Sagas: Crown of Blood","Expansion","For Sale","N/A","N/A","N/A","N/A","Avalon Hill","","N/A","N/A",3,"468847","798259","628G2805","2026-06-15","",""
"Sanibel","Standalone","For Sale","N/A","N/A","N/A","N/A","Avalon Hill","","N/A","N/A",22,"447002","759953","G2807UU01","2026-01-16","",""
"Market Fresh","Standalone","For Sale","N/A","N/A","N/A","N/A","Avalon Hill","","N/A","N/A",12,"456459","777047","G2806M5A1","2026-01-00","",""
"Spaghettin","Standalone","For Sale","USD",15,"N/A","N/A","Alley Cat Games","2052","N/A","N/A",5,"466714","794627","","2026-05-29","",""
"What the Sketch?","Standalone","For Sale","USD",20,"N/A","N/A","Alley Cat Games","2052","N/A","N/A",5,"466716","794629","","0000-00-00","",""
"FateFlip: By Royal Decree","Standalone","For Sale","USD",20,"N/A","N/A","Alley Cat Games","2052","N/A","N/A",4,"435648","764822","","0000-00-00","",""
"Bohemians: Tales From Montmartre","Expansion","For Sale","USD",14.95,"N/A","N/A","Portal Games","","N/A","N/A",3,"460579","784190","","2026-00-00","",""
"Bohemians: Tales From Montmartre","Expansion","For Sale","USD",14.95,"N/A","N/A","Portal Games","","N/A","N/A",1,"460579","784190","","2026-00-00","",""
"Neuroshima Hex: Wiremen","Expansion","For Sale","USD",10,"N/A","N/A","Portal Games","","N/A","N/A",3,"437408","742775","NHWI010525IN","2025-10-23","",""
"Playthings","Standalone","For Sale","USD",30,"USD",25,"DVC Games","","N/A","N/A",11,"449930","765002","MXB0110","0000-00-00","Q2 2026",""
"Rosetta: The Lost Language","Standalone","For Sale","USD",27,"USD",25,"DVC Games","","N/A","N/A",12,"286770","795274","MXB0010","0000-00-00","",""
"DUST","Standalone","Demo","N/A","N/A","N/A","N/A","DVC Games","","N/A","N/A",11,"466974","795121","MXB0120","0000-00-00","Q4 2026",""
"Garden Lake","Standalone","For Sale","USD",35,"N/A","N/A","KTBG","Booth 2310","N/A","N/A",26,"432711","734878","","2025-00-00","Q4 2025",""
"Encyclopedia of Monsters","Standalone","For Sale","USD",29.99,"USD",29.99,"Scorpion Masqué","Hachette Boardgames USA Booth #2435","N/A","N/A",21,"463007","788039","","2026-06-00","",""
